season,league,team,player,nationality,position,age,minutes,minutes_90s,goals,assists,goals_assists,goals_per90,assists_per90,goals_assists_per90,xg,xg_assist,npxg,shots,shots_on_target
2018-2019,Premier League,West Ham,Andy Carroll,ENG,FW,29.0,461.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.4,2.2,14.0,6.0
2018-2019,Ligue 1,Nantes,Charles Traore,MLI,"DF,FW",26.0,1163.0,12.9,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.1,0.2,7.0,3.0
2018-2019,Ligue 1,Nantes,Elie Youan,FRA,FW,19.0,19.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-2019,Ligue 1,Bordeaux,Zaydou Youssouf,FRA,"MF,FW",19.0,422.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.3,6.0,3.0
2018-2019,Ligue 1,Lille,Arton Zekaj,KVX,FW,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-2019,Bundesliga,Leverkusen,Paulinho,BRA,"FW,MF",18.0,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.3,6.0,0.0
2018-2019,Bundesliga,Freiburg,Yoric Ravet,FRA,"FW,MF",28.0,75.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,1.0,0.0
2018-2019,Ligue 1,Nice,Mohamed Lamine Diaby,FRA,FW,17.0,162.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,2.0,0.0
2018-2019,Ligue 1,Caen,Timo Stavitski,FIN,"MF,FW",19.0,14.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-2019,Ligue 1,Monaco,Moussa Sylla,FRA,"FW,MF",18.0,769.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.5,2.2,16.0,4.0
2018-2019,La Liga,Rayo Vallecano,Franco Di Santo,ARG,FW,29.0,172.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-2019,La Liga,Getafe,Hugo Duro,ESP,"MF,FW",18.0,417.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.4,7.0,1.0
2018-2019,La Liga,Celta Vigo,Dennis Eckert,GER,FW,21.0,216.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.1,0.7,8.0,3.0
2018-2019,La Liga,Betis,Emerson,BRA,"FW,DF",19.0,317.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.2,3.0,1.0
2018-2019,Bundesliga,Augsburg,Georg Teigl,AUT,"MF,FW",27.0,296.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1.0,1.0
2018-2019,Premier League,Crystal Palace,Bakary Sako,MLI,FW,30.0,29.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-2019,Serie A,Fiorentina,Cyril Théréau,FRA,"FW,MF",35.0,30.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,1.0,0.0
2018-2019,Ligue 1,Dijon,Yoann Gourcuff,FRA,"MF,FW",32.0,134.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.1,0.4,7.0,1.0
2018-2019,Premier League,Fulham,Neeskens Kebano,COD,"FW,MF",26.0,108.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,1.0,0.0
2018-2019,Premier League,Huddersfield,Rajiv van La Parra,NED,"FW,MF",27.0,405.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.2,5.0,0.0
2018-2019,Premier League,Liverpool,Adam Lallana,ENG,"MF,FW",30.0,468.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.5,0.3,5.0,1.0
2018-2019,Ligue 1,Amiens,Quentin Cornette,FRA,"FW,MF",24.0,209.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,5.0,1.0
2018-2019,Ligue 1,Nantes,Abdoulaye Dabo,FRA,FW,17.0,116.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0
2018-2019,Ligue 1,Monaco,Sofiane Diop,FRA,"MF,FW",18.0,741.0,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.0,0.6,10.0,2.0
2018-2019,Ligue 1,Montpellier,Keagan Dolly,RSA,FW,25.0,88.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1.0,0.0
2018-2019,Ligue 1,Lyon,Yassin Fekir,FRA,FW,21.0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1.0,0.0
2018-2019,Bundesliga,Nürnberg,Lukas Jäger,AUT,"FW,MF",24.0,27.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2018-2019,Bundesliga,Augsburg,Christoph Janker,GER,"MF,FW",33.0,72.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-2019,Ligue 1,Montpellier,Bilal Boutobba,FRA,"FW,MF",19.0,32.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,3.0,0.0
2018-2019,Ligue 1,Nice,Pedro Brazão,POR,"MF,FW",15.0,14.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-2019,Ligue 1,Nice,Maxime Pélican,FRA,"FW,MF",20.0,91.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-2019,Ligue 1,Reims,Sheyi Ojo,ENG,"FW,MF",21.0,468.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.2,1.3,14.0,7.0
2018-2019,Ligue 1,Monaco,Georges-Kévin N'Koudou,CMR,FW,23.0,23.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,1.0,0.0
2018-2019,Ligue 1,Toulouse,Nathan N'Goumou,FRA,FW,18.0,70.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2018-2019,Ligue 1,Bordeaux,Gaëtan Laborde,FRA,FW,24.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-2019,Ligue 1,Reims,Grejohn Kyei,FRA,FW,22.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-2019,Ligue 1,Guingamp,Ronny Rodelin,FRA,"MF,FW",28.0,788.0,8.8,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.4,1.6,27.0,7.0
2018-2019,Ligue 1,Marseille,Nemanja Radonjić,SRB,"FW,MF",22.0,681.0,7.6,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.2,1.1,16.0,2.0
2018-2019,Ligue 1,Saint-Étienne,Mahdi Camara,FRA,FW,20.0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-2019,Ligue 1,Lyon,Lenny Pintor,FRA,FW,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-2019,Ligue 1,Guingamp,Matthias Phaeton,GLP,"FW,MF",18.0,56.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0
2018-2019,Bundesliga,Mainz 05,Abass Issah,GHA,FW,19.0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2018-2019,Bundesliga,Eint Frankfurt,Branimir Hrgota,SWE,FW,25.0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-2019,Bundesliga,Mainz 05,Gerrit Holtmann,PHI,"FW,MF",23.0,145.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.4,0.1,2.0,0.0
2018-2019,Bundesliga,Freiburg,Patrick Kammerbauer,GER,FW,21.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-2019,La Liga,Celta Vigo,Mathias Jensen,DEN,"MF,FW",22.0,235.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,4.0,1.0
2018-2019,La Liga,Valladolid,Ivi,ESP,"MF,FW",24.0,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,1.0,0.0
2018-2019,Ligue 1,Montpellier,Facundo Píriz,URU,"MF,FW",28.0,116.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-2019,La Liga,Betis,Antonio Barragán,ESP,"DF,FW",31.0,934.0,10.4,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.5,0.1,2.0,0.0
2018-2019,Bundesliga,Hoffenheim,David Otto,GER,"MF,FW",19.0,28.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0
2018-2019,Bundesliga,Stuttgart,Hans Nunoo Sarpei,GHA,"FW,MF",19.0,42.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-2019,Serie A,Parma,Amato Ciciretti,ITA,"FW,MF",24.0,139.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,1.0,0.0
2018-2019,La Liga,Athletic Club,Ander Capa,ESP,"DF,FW",26.0,1642.0,18.2,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,9.0,2.0
2018-2019,La Liga,Betis,Ryad Boudebouz,ALG,"MF,FW",28.0,539.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,10.0,3.0
2018-2019,La Liga,Barcelona,Kevin-Prince Boateng,GHA,FW,31.0,239.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.2,3.0,1.0
2018-2019,Bundesliga,Nürnberg,Timmy Tillman,GER,"FW,MF",19.0,206.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.5,0.2,3.0,0.0
2018-2019,Ligue 1,Strasbourg,Mootaz Zemzemi,TUN,"FW,MF",18.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-2019,Premier League,Cardiff City,Rhys Healey,WAL,FW,23.0,52.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1.0,0.0
2018-2019,Premier League,Manchester Utd,Mason Greenwood,ENG,FW,16.0,117.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.1,0.7,7.0,4.0
2018-2019,Premier League,Manchester Utd,Angel Gomes,ENG,"MF,FW",17.0,27.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,2.0,1.0
2018-2019,Premier League,Southampton,Sam Gallagher,ENG,FW,22.0,34.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-2019,La Liga,Girona,Kévin Soni,CMR,"FW,DF",20.0,82.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.2,5.0,1.0
2018-2019,La Liga,Valencia,Rubén Sobrino,ESP,"FW,MF",26.0,193.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,3.0,0.0
2018-2019,La Liga,Getafe,Gaku Shibasaki,JPN,"MF,FW",26.0,389.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,6.0,1.0
2018-2019,La Liga,Alavés,Alejandro Blanco,ESP,"FW,MF",19.0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-2019,Premier League,Arsenal,Joe Willock,ENG,"MF,FW",18.0,64.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,2.0,0.0
2018-2019,Premier League,Crystal Palace,Alexander Sørloth,NOR,FW,22.0,185.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.9,0.5,4.0,1.0
2018-2019,Premier League,Bournemouth,Sam Surridge,ENG,"MF,FW",20.0,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,2.0,1.0
2018-2019,Premier League,Arsenal,Denis Suárez,ESP,"MF,FW",24.0,71.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-2019,Premier League,Huddersfield,Ramadan Sobhi,EGY,"FW,MF",21.0,79.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0
2018-2019,Bundesliga,Mainz 05,Jonathan Burkardt,GER,"FW,MF",18.0,259.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.5,0.8,6.0,2.0
2018-2019,Bundesliga,Mainz 05,Pablo de Blasis,ARG,FW,30.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1.0,0.0
2018-2019,Bundesliga,Schalke 04,Jonas Carls,GER,FW,21.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-2019,Bundesliga,Hannover 96,Uffe Bech,DEN,FW,25.0,19.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0
2018-2019,Bundesliga,Hannover 96,Noah Joel Sarenren Bazee,NGA,"FW,MF",21.0,155.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,5.0,0.0
2018-2019,Bundesliga,Werder Bremen,Fin Bartels,GER,"MF,FW",31.0,23.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-2019,Bundesliga,Hannover 96,Takuma Asano,JPN,"MF,FW",23.0,699.0,7.8,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.4,1.6,13.0,3.0
2018-2019,Serie A,Cagliari,Alberto Cerri,ITA,FW,22.0,670.0,7.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,23.0,3.0
2018-2019,Serie A,Roma,Žan Celar,SVN,FW,19.0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-2019,Bundesliga,Hertha BSC,Palkó Dárdai,HUN,"FW,MF",19.0,113.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,1.0,0.0
2018-2019,Bundesliga,Freiburg,Christoph Daferner,GER,FW,20.0,25.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-2019,Bundesliga,M'Gladbach,László Bénes,SVK,"MF,FW",20.0,27.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-2019,Ligue 1,Caen,Baissama Sankoh,GUI,"MF,FW",26.0,651.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.3,4.0,0.0
2018-2019,Ligue 1,Dijon,Frédéric Sammaritano,FRA,"FW,MF",32.0,538.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.6,10.0,5.0
2018-2019,Ligue 1,Rennes,Diafra Sakho,SEN,FW,28.0,144.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,1.0,0.0
2018-2019,Premier League,Crystal Palace,Luke Dreher,ENG,FW,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-2019,Ligue 1,Bordeaux,Albert Lottin,FRA,"MF,FW",16.0,22.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-2019,Premier League,Huddersfield,Elias Kachunga,COD,"FW,MF",26.0,1182.0,13.1,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.2,0.9,14.0,3.0
2018-2019,Premier League,Tottenham,Vincent Janssen,NED,FW,24.0,39.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.4,3.0,1.0
2018-2019,La Liga,Girona,Paik Seung-ho,KOR,"FW,MF",21.0,60.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,1.0,0.0
2018-2019,Ligue 1,Monaco,Wilson Isidor,FRA,FW,17.0,42.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,2.0,0.0
2018-2019,Ligue 1,Toulouse,Hakim El Mokeddem,BRA,"FW,MF",19.0,25.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0
2018-2019,Ligue 1,Monaco,Jordi Mboula,ESP,"FW,MF",19.0,276.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.1,1.2,9.0,2.0
2018-2019,Ligue 1,Lyon,Mariano,DOM,FW,24.0,143.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.2,3.0,0.0
2018-2019,Ligue 1,Angers,Harrison Manzala,COD,"MF,FW",24.0,74.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.6,2.0,0.0
2018-2019,Ligue 1,Nantes,Antonio Mance,CRO,FW,22.0,50.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-2019,Ligue 1,Strasbourg,Idriss Saadi,ALG,"FW,MF",26.0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-2019,La Liga,Leganés,Javier Eraso,ESP,"MF,FW",28.0,631.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.1,3.0,2.0
2018-2019,Premier League,Brighton,Alireza Jahanbakhsh,IRN,"FW,MF",24.0,1020.0,11.3,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.8,21.0,6.0
2018-2019,La Liga,Barcelona,Abel Ruiz,ESP,FW,18.0,22.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.1,0.4,1.0,1.0
2018-2019,La Liga,Alavés,Diego Rolán,URU,"MF,FW",25.0,298.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.2,0.9,8.0,2.0
2018-2019,La Liga,Leganés,Diego Rolán,URU,"MF,FW",25.0,215.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3,0.1,2.0,0.0
2018-2019,Serie A,Frosinone,Joaquín Ardaiz,URU,FW,19.0,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-2019,La Liga,Barcelona,Moussa Wagué,SEN,"DF,FW",19.0,225.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3,0.1,1.0,1.0
2018-2019,La Liga,Alavés,Patrick Twumasi,GHA,"MF,FW",24.0,170.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,3.0,2.0
2018-2019,Serie A,Lazio,Luan Capanni,BRA,FW,18.0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2018-2019,Serie A,Cagliari,Valter Birsa,SVN,"MF,FW",31.0,353.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.7,0.5,11.0,1.0
2018-2019,Ligue 1,Amiens,Stanley Segarel,SMN,FW,24.0,15.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-2019,Serie A,Lazio,Valon Berisha,KVX,"MF,FW",25.0,198.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,0.0
2018-2019,Serie A,Udinese,Antonín Barák,CZE,"MF,FW",23.0,329.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,4.0,0.0
2018-2019,Serie A,Udinese,Andrija Balić,CRO,"FW,MF",20.0,27.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1.0,0.0
2018-2019,Premier League,Huddersfield,Adama Diakhaby,FRA,"FW,MF",22.0,552.0,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.5,0.6,7.0,3.0
2018-2019,Premier League,Leicester City,Fousseni Diabaté,MLI,FW,22.0,54.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0
2018-2019,Premier League,Bournemouth,Jermain Defoe,ENG,FW,35.0,25.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,1.0,1.0
2018-2019,Premier League,Burnley,Peter Crouch,ENG,FW,37.0,92.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.6,5.0,1.0
2018-2019,Ligue 1,Montpellier,Giovanni Sio,CIV,FW,29.0,63.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-2019,Serie A,Parma,Jonathan Biabiany,FRA,FW,30.0,1069.0,11.9,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.3,0.4,4.0,2.0
2018-2019,Serie A,Genoa,Pedro Pereira,POR,"DF,FW",20.0,1384.0,15.4,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.3,0.1,3.0,0.0
2018-2019,Serie A,Fiorentina,Riccardo Sottil,ITA,"FW,MF",19.0,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,1.0,0.0
2018-2019,Serie A,Sassuolo,Leonardo Sernicola,ITA,FW,21.0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-2019,Serie A,Parma,Nicolás Schiappacasse,URU,"FW,MF",19.0,81.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2018-2019,Serie A,Sampdoria,Marco Sau,ITA,"MF,FW",30.0,55.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-2019,Bundesliga,Bayern Munich,Sandro Wagner,GER,FW,30.0,143.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.1,0.6,3.0,2.0
2018-2019,Premier League,Watford,Stefano Okaka,ITA,"FW,MF",28.0,24.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.1,0.5,2.0,0.0
2018-2019,Serie A,Atalanta,Roger Ibanez,BRA,"DF,FW",19.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-2019,Premier League,Cardiff City,Oumar Niasse,SEN,FW,28.0,931.0,10.3,0.0,0.0,0.0,0.0,0.0,0.0,3.4,0.6,3.4,17.0,6.0
2018-2019,La Liga,Leganés,Alexander,ARG,FW,29.0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-2019,La Liga,Rayo Vallecano,Álex Alegría,ESP,"FW,MF",25.0,140.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.2,3.0,2.0
2018-2019,Bundesliga,Wolfsburg,John Yeboah,GER,"MF,FW",18.0,55.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,1.0,1.0
2018-2019,Bundesliga,Bayern Munich,Jeong Woo-yeong,KOR,FW,18.0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2018-2019,Serie A,Lazio,Pedro Neto,POR,"FW,DF",18.0,46.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1.0,0.0
2018-2019,Serie A,Fiorentina,Cristóbal Montiel,ESP,FW,18.0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,1.0,0.0
2018-2019,Serie A,Fiorentina,Nicky Medja,SUI,"FW,MF",18.0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-2019,Premier League,Everton,Oumar Niasse,SEN,FW,28.0,63.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.5,3.0,1.0
2018-2019,Bundesliga,Augsburg,Fredrik Jensen,FIN,"FW,MF",20.0,207.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.8,0.3,2.0,0.0
2018-2019,Bundesliga,Hertha BSC,Dennis Jastrzembski,POL,"FW,DF",18.0,61.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1.0,0.0
2018-2019,Premier League,Huddersfield,Collin Quaner,GER,FW,27.0,39.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0
2018-2019,La Liga,Leganés,Vasyl Kravets,UKR,"DF,FW",20.0,481.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.9,0.1,4.0,2.0
2018-2019,La Liga,Valencia,Lee Kang-in,KOR,"MF,FW",17.0,24.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2018-2019,Bundesliga,Hertha BSC,Pascal Köpke,GER,"FW,MF",22.0,74.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,4.0,1.0
2018-2019,Bundesliga,Freiburg,Tim Kleindienst,GER,FW,22.0,200.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.1,0.7,5.0,1.0
2018-2019,Serie A,Frosinone,Stipe Perica,CRO,FW,23.0,480.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,12.0,3.0
2018-2019,La Liga,Leganés,Sabin Merino,ESP,"FW,MF",26.0,295.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.1,1.5,11.0,4.0
2018-2019,La Liga,Atlético Madrid,Gelson Martins,POR,"FW,MF",23.0,229.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.3,5.0,1.0
2018-2019,La Liga,Girona,Anthony Lozano,HON,"FW,MF",25.0,730.0,8.1,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.4,2.3,23.0,11.0
2018-2019,Serie A,SPAL,Vasco Regini,ITA,"DF,FW",27.0,81.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-2019,Serie A,Inter,Andrea Ranocchia,ITA,"DF,FW",30.0,62.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,2.0,1.0
2018-2019,Serie A,Chievo,Manuel Pucciarelli,ITA,FW,27.0,302.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2018-2019,Serie A,Atalanta,Roberto Piccoli,ITA,"FW,MF",17.0,48.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,2.0,0.0
2018-2019,Serie A,Chievo,Lucas Piazon,BRA,"MF,FW",24.0,84.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,1.0,1.0
